기업명,직무,회사소개,주요업무,자격요건,스택,우대사항,복리후생,회사주소
위아프렌즈,모바일 앱&웹 프론트 개발자 / Flutter,2020년 런칭한 트리프렌드는 현재까지 180개 국가 50만 명의 고객을 확보했으며   외국인 친구 매칭시장’에서 기존  데이팅’ 혹은  언어교환’이라는 양대 테마가 아니라  여행’이라는 새로운 테마를 전면에 내세운 최초의 시도 중 하나로서 코로나 시국 해외여행을 가지 못하지만 여전히 글로벌 소통을하고 싶어 하는 유저들의 니즈를 해결해 주며 크게 호응 받고 있습니다 이 중 저희가 집중하고 있는 것은  TP존 이라는 기능으로  저희가 보유한 외국인 유저 풀을 대상으로 방한 외국인용 B2B 서비스로 확장을 준비하고 있습니다  이를 준비하기 위해 현재 국내 외 다양한 예비 광고주들과 미팅을 진행하고 있고  서비스 개발 역시 이에 초점을 맞추어 진행하고 있습니다 저희의 목표는 3년 안에 한국을 찾는 외국인들이 여행 전  여행 중에 구글 맵과 스카이스캐너  에어비앤비와 함께 반드시 써야 하는 앱으로 거듭나는 것입니다  서비스 현황   방구석 여행자를 위한  온라인 세계여행 앱’ 트리프렌드  전 세계 180개 국 50만 명 유저 확보  2019년 최초 출시 이후 현재 2 2 버전 서비스 중  광고 확장 모델의 일환으로 마케팅 기획 및 대행  포스트 코로나 시대  해외여행 재활성화에 따른 여행 컨텐츠 연계 플랫폼 확장, 트리프렌드 모바일 앱 신규 기능 추가 개발   Flutter 트리프렌드 모바일 앱 유지 보수 백오피스 웹 개발   React,  3년 이상 경력,"'React','Node.js','AWS','NoSQL','Flutter'",  Flutter를 사용하여 프로덕트를 출시한 경험  React를 사용하여 프로덕트를 출시한 경험,유연 출퇴근제  자유로운 연차 사용  전용 PC  듀얼 모니터 제공  성과보상제도 운영  자사몰 통해 숙박 건강검진 전자기기 등 할인 제공  매월 마지막주 수요일 리프레시데이  원하는 장소에서 근무 상호 존대  영어 이름 호칭  무한 간식 커피  명절 선물  점심회식으로 아웃백이나 빕스를 시켜먹는 문화 회식 지향  직무 개발 목적 교육 수강 가능,"서울특별시 송파구 가락로 272, 3층"
파수,웹 취약점 분석 컨설턴트,   해당 포지션은  파수의 자회사인 스패로우에 소속되어 근무합니다    파수는 패키지 소프트웨어 제품을 기획  설계  개발  판매하는 소프트웨어 전문 회사입니다 세계 최초로 DRM기술을 상용화한 이래 20년이상 시장 점유율 1위를 지키고 있으며 전 세계 2 000여개 기업 및 기관에서 파수 제품을 사용하고 있습니다 AI  클라우드  빅데이터  데이터 보안 등 진입장벽이 높은 고부가가치 기술 분야를 선도하며 끊임 없이 성장하고 있습니다    스패로우는 국내 최고의 시큐어코딩 솔루션을 보유한 전문기업입니다 최고의 도구를 바탕으로 소프트웨어의 품질과 보안을 책임지며 세상 모든 SW개발자의 W rk   Life Balance를 가져다 줄 솔루션을 제공합니다 ,Sparr w DAST는 웹 취약점 자동화 점검 도구입니다  해당 직무는 Sparr w DAST 제품을 활용하여 고객사 내부에 웹 취약점 자동화 분석 프로세스를 구성하고 도구의 오 미탐을 발생원인을 추적  개발팀과 협조하여 개선하는 업무를 수행합니다   구축협의 소규모  및 설치지원  도구 사용 기반 주요정보통신기반시설 및 전자금융기반시설 기반 웹 취약점 진단  크롬 개발자 도구를 활용한 HTML 요소 검사 및 도구 설정,  취약점 점검 혹은 웹 개발 3년 이상  Java Script  JSP  HTML5  CSS 활용 가능자,"'Hadoop','MySQL','Oracle','Spark','Java','JavaScript','Python','Swift','C','C++','jQuery','HTML5','HP','SpringFramework','MFC','SpringBoot','Redux'",  웹 취약점 점검 수행 혹은 취약점 결과 개선 조치 유경험자  웹 사이트 구조 분석 가능자  웹 취약점 점검도구 활용 유경험자  Wind ws  Linux 환경 유경험자  기타 웹 취약점 자동화 관련 분야에 관심이 있는 자,  FIT P int – 선택적 복리후생제도Fas  인에게 꼭 맞는 선택적 복리후생제도  Fas  인이라면 누구나 FIT P int를 매년 지급 받으며  이 P int는 원하는 시기  원하는 사용처에 자유롭게 사용할 수 있습니다  기본 P int 300 000  1년 근속마다 50 000 추가   Refresh 휴가 제도열심히 일한 당신  떠나라  Fas  인은 3년마다 5일간의 달콤한 Refresh 휴가를 즐깁니다  Fas  인들은 3년 6년 9년 등 3년 단위로 돌아오는 재충전의 시간을 누리며 더욱 빛나는 성과를 창출하고 있습니다   주택자금 대출 제도주택구입 및 전 월세 자금이 필요한 경우 최대 5 000만원까지 무이자 대출   자기계발비 지원Fas  인 누구나 자기계발에 필요한 교육을 수강하여 업무역량을향상 시킬 수 있도록 1인 연간 최대 100만 원의 교육비용을 지원합니다   간식   석식Fas  인들의 휴식 공간인 라운지에는 향긋한 원두커피   각종 음료와 함께 잠을 깨우는 달콤한 군것질거리 및 계절과일이 마련되어 있어 업무에 지친 두뇌를 깨우고 새로운 활력을 재충전합니다  인근 식당과 제휴하여 저녁 식사를 지원하여 Fas  인들은 언제나 힘을 내어 집중할 수 있습니다   콘도 리조트 제휴Fas  는 한솔오크밸리  대명비발디 등 전국 각지의 콘도와 제휴하여 임직원이 원하시는 날짜에 언제든 이용할 수 있도록 지원해드립니다   명절선물비   생일축하금 지원풍요롭고 따뜻한 명절을 위한 명절선물비 지원으로 내가 원하는 다양한 명절 선물을 구매할 수 있습니다  또한  생일을 맞이하신 분은 백화점 상품권 선물을 받아  더 즐거운 생일을 보낼 수 있습니다   종합검진개인의 생활과 건강을 관리할 수 있도록 만 40세 이상의 임직원과 부서장 이상의 직원들에게 종합검진을 지원하고  일반검진의 경우에도 건강보험공단 검진에 추가한 혈액검사 등을 지원하고 있습니다 ,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 6층/17층
파수,서버 백엔드 개발,파수는 패키지 소프트웨어 제품을 기획  설계  개발  판매하는 소프트웨어 전문 회사입니다 세계 최초로 DRM기술을 상용화한 이래 20년이상 시장 점유율 1위를 지키고 있으며 전 세계 2 000여개 기업 및 기관에서 파수 제품을 사용하고 있습니다 AI  클라우드  빅데이터  데이터 보안 등 진입장벽이 높은 고부가가치 기술 분야를 선도하며 끊임 없이 성장하고 있습니다 ,해당 직무는 아래의 3개 개발 영역 중 하나에 근무합니다 지원자의 희망 및 채용 프로세스 상의 평가를 고려하여  근무할 개발 영역을 최종 결정합니다   개발영역 1 – Data Security문서 보안 및 개인정보 보호 솔루션의 서버 부문의 연구 및 개발을 담당합니다   Java 기반 백엔드 프로그램 설계 및 개발  마이크로서비스 아키텍쳐 환경의 백엔드 서비스 설계 및 개발  대용량 트래픽 로그 처리 서비스 설계 및 개발 주요 기술 역량   Java  Spring Framew rk  동시성 프로그래밍  네트워크 통신 프로그래밍  데이터베이스 설계 처리  RDBMS  SQL   대용량 트래픽 처리  클라우드 서비스 활용  AWS  Oracle 등   개발영역 2 – D cument Platf rm파수의 다양한 협업 솔루션의 서버 파트를 설계하고 구현합니다 사용자 입장에서 안전하고 효과적인 업무 시스템을 설계하고 만드는 것을 목표로 합니다   솔루션 서버  서비스 개발  Java 기반 서버 백엔드 프로그램 개발 마이크로서비스 아키텍처   Cl ud용 SaaS 서비스 개발  파수의 협업 솔루션 개발을 위한 백엔드 개발  기업 대상의 Enterprise 서비스 개발  SMB 대상의 SaaS 서비스 개발 주요 기술 역량   Java 개발  Spring Framew rk  클라우드 서비스  RDBMS  개발영역 3 – Cl ud Service인공지능 기술로 스마트앱 어워드 3년 연속 최우수상 수상에 빛나는 메모 플랫폼 DigitalPage의 서버 파트를 설계하고 구현합니다 B2C 사용자에게 혁신적인 메모 앱을 제공하기 위해 시스템을 설계하고 만드는 것을 목표로 합니다   DigitalPage 서버 및 서비스  개발  Java 기반 서버 백엔드 프로그램 개발  마이크로서비스 아키텍쳐   AWS Cl ud기반의 B2C서비스 운영 및 개발  웹서비스 설계 및 개발 주요 기술 역량   Java Spring b  t  MVC framew rk  MySQL MariaDB   AWS Service 및 G  gle Service 활용  Micr  Services Architecture 및 Lambda API 구성  AWS 및 G  gle Cl ud 외부 API 서비스 연동 개발 및 운영 경험  클라우드서비스 CI CD환경 구축 경험,  경력 요건   소프트웨어 서비스 신규기능 개발 경력 3년 이상  각 개발영역별  주요 기술 역량 을 활용한 업무 경험,"'Hadoop','MySQL','Oracle','Spark','Java','JavaScript','Python','Swift','C','C++','jQuery','HTML5','HP','SpringFramework','MFC','SpringBoot','Redux'",  컴퓨터공학 및 소프트웨어 관련 전공  오픈소스 및 신기술 학습에 관심이 있으신 분,  FIT P int – 선택적 복리후생제도Fas  인에게 꼭 맞는 선택적 복리후생제도  Fas  인이라면 누구나 FIT P int를 매년 지급 받으며  이 P int는 원하는 시기  원하는 사용처에 자유롭게 사용할 수 있습니다  기본 P int 300 000  1년 근속마다 50 000 추가   Refresh 휴가 제도열심히 일한 당신  떠나라  Fas  인은 3년마다 5일간의 달콤한 Refresh 휴가를 즐깁니다  Fas  인들은 3년 6년 9년 등 3년 단위로 돌아오는 재충전의 시간을 누리며 더욱 빛나는 성과를 창출하고 있습니다   자기계발비 지원Fas  인 누구나 자기계발에 필요한 교육을 수강하여 업무역량을 향상시킬 수 있도록 1인 연간 최대 100만 원의 교육비용을 지원합니다   간식   석식Fas  인들의 휴식 공간인 라운지에는 향긋한 원두커피   각종 음료와 함께 잠을 깨우는 달콤한 군것질거리 및 계절과일이 마련되어 있어 업무에 지친 두뇌를 깨우고 새로운 활력을 재충전합니다  인근 식당과 제휴하여 저녁 식사를 지원하여 Fas  인들은 언제나 힘을 내어 집중할 수 있습니다   콘도 리조트 제휴Fas  는 오크밸리  소노 대명 비발디  체인 등 전국 각지의 콘도와 제휴하여 임직원이 원하는 날짜에 이용할 수 있도록 지원해드립니다 ⑥ 명절선물비   생일축하금 지원풍요롭고 따뜻한 명절을 위한 명절선물비 지원으로 내가 원하는 다양한 명절 선물을 구매할 수 있습니다  또한  생일을 맞이하신 분은 백화점 상품권 선물을 받아  더 즐거운 생일을 보낼 수 있습니다 ⑦ 종합검진개인의 생활과 건강을 관리할 수 있도록 만 40세 이상의 임직원과 부서장 이상의 직원들에게 종합검진을 지원하고  일반검진의 경우에도 건강보험공단 검진에 추가한 혈액검사 등을 지원하고 있습니다 ,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 6층/17층
굿라이프랩,풀스택 개발자(신입 가능),우리는 세상 사람들 모두가 좋은 삶을 경험하기 위해 지속적으로 노력한다면  더 행복해질 수 있다고 생각합니다  그래서 우리는 누구나 자신만의 굿라이프를 찾아가도록 행복을 연구하고  더 좋은 삶을 위한 효과적인 방법을 찾고  이를 세상에 적용하는 일을 합니다 안녕하세요  굿라이프랩 CEO 최인철입니다 심리학자들은 인간의 마음에 관한 매뉴얼을 만듭니다  개인과 공동체의 행복을 위해 꼭 필요한 일이기 때문입니다  감사하게도  그동안 서울대학교 행복연구센터에서 수행한 연구들을 통해 대한민국 사람들의 마음에 관한 방대한 데이터를 축적할 수 있었습니다  이제 그 지식과 지혜를 사회를 위해 사용하고자 합니다 개인의 정신 건강과 행복은 순전히 개인적 요인에 의해서만 설명되지 않습니다  개인이 속한 조직과 공동체의 특성에 의해서 크게 좌지우지 됩니다  뿐만 아니라 개인의 정신 건강 문제는 조직과 공동체 전체의 정신 건강에도 영향을 줍니다  사회심리학 연구가 밝혀낸 가장 큰 지혜 중 하나는  개인 심리와 사회적 환경의 상호작용 힘 입니다 그래서 우리는 개인 차원의 멘탈 케어를 넘어선  소셜 멘탈 웰니스 서비스를 제안합니다  개인에게는 마음의 힘을 충전시켜 더 나은 자신이 될 수 있도록  조직에게는 구성원의 행복을 증진시키는 긍정 조직이 될 수 있도록 마음에 힘을 불어넣어  P wer  f Mind  더 나은 자신  Better Y u   더 새로운 자신  New Y u  을 경험할 수 있도록 전력을 다해 돕겠습니다  betterly가 당신의 마음 충전소가 되기를 기원합니다 betterly를 통해 내 인생과 친해지고  내일 더 잘하기 위해 오늘을 희생하지 않을 수 있는 행복 노하우를 전하고 싶습니다  행복할 때 우리는 모든 것을 더 잘할 수 있기에 Illness를 넘어 소셜 멘탈 Wellness 케어를 시작합니다  ,굿라이프랩의 프로덕트 betterly 의 유관 서비스 개발 전반의 업무를 담당합니다   betterly 웹 서비스 신규 기능 구현 및 유지보수  다양한 도메인의 실무자와의 협업을 위한 백오피스 구현 및 유지보수  DB 설계 및 구현 및 유지 보수전형절차  서류 통과 ＞ 1차 면접 ＞ 최종 면접  3개월 수습 기간 有  필요시 채용 전 간단한 실무 과제 테스트 진행,  개발 경력은 무관합니다  CRUD의 의미를 이해하고 있으신 분  JavaScript TypeScript 를 이용하여 서비스 운영이 가능하신 분  언어와 무관하게 적정기술을 활용하여 문제 해결 능력을 가지고 계신 분  프론트엔드  백엔드 구분 없이 문제 해결에 필요한 기술을 적절히 활용 가능하신 분  C mputer Science 관련 학과 및 학위 보유자 졸업예정자 가능 ,"'Git','MySQL','HTML','JavaScript','Node.js','TypeScript','AWS','Docker','React.js','Next.js'",   토이 프로젝트를 포함한 실제 서비스 런칭 경험이 있으신 분  AWS 기반의 다양한 기술을 활용 해본 경험이 있으신 분  개발 직군 이외의 다양한 도메인의 실무자와 커뮤니케이션 경험이 있으신 분  Figma  Zeplin 등 디자인 협업 도구를 활용한 개발 경험이 있으신 분  반응형 웹 사이트 구현 경험이 있으신 분  Next js   Prisma   Tailwind 라이브러리 활용 경험이 있으신 분  멘탈 케어 산업에 대한 관심이 있으신 분, 모든 복지는  우리가 먼저 경험한다  굿라이프랩은 구성원의 굿라이프를 제공하기 위해 국내 기업에서 시도하지 않는 다양한 복지를 선제적으로 도입하고 경험하는 것을 최우선으로 합니다 이런 합의 속에서  굿라이프랩 직원들은 아래와 같은 복지를 경험 중이에요   출퇴근 시간은 직접 정해요11 4시 코어 근무시간을 제외하고는 빠출빠퇴 Or 늦출늦퇴가 모두 가능해요 일찍 일어난 새라면  일찍 저녁 드시러 가세요    리프레쉬 유급휴가  3년 ＞ 3개월 충분한 휴식은 건강에 필수적입니다 굿라이프를 위해선 time affluence를 충분히 누릴 수 있는 시기가 필요해요 우리는 시간이 얼마나 중요한지 동의하기 때문에  여러가지 시간 복지 중에서도 단연코업계 최고의 리프레쉬 유급휴가를 제공하고 있어요   자유로운 휴가 사용눈치보는 휴가란 있을 수 없어요 원할 때 쉬어갑시다 일에만 지장이 없도록 동료들과 미리 이야기해주세요   건강한 음식  건강한 생각흔히 볼 수 있는 스낵바도 자랑이 되나요 굿라이프랩의 복지는 다릅니다  빠르게 당을 채워줄 수 있는 간식들도 좋지만 조금 더 천천히 채워지더라도 훨씬 더 건강한 몸을 가질 수 있도록다노샵  마켓컬리 등 신선하고 헬시한 간식로 스낵바를 채워둡니다   굿라이프 지혜 무한제공굿라이프랩의 대표인 pin t는  서울대학교 심리학과 교수이자  굿라이프 심리학’ 강의를 매년 준비해 열고 있어요  서울대학교 학생들에게 3대 명강으로 불리울만큼 알찬 강의  굿라이프랩 구성원에겐 무료 제공입니다 이 생각에서 우리의 지덕체 프로젝트가 출발했답니다  매달 읽고싶은 책을 지원해주고  점심 식대는 무료 제공  코어시간을 제외하곤 자유로이 운동 또한 이용할 수 있는 문화를 실천하고 있어요   이 외에도   안하는 줄 알까봐 넣어보는 당연한 것들업무를 위해 필요한 IT 장비 소프트웨어 지원   랩탑  모니터  맥북 등야근 식대 지원 택시비 지원업무 경비 경조사비 지원명절선물 제공 망설이지 말고  굿라이프와 함께해요  ,"관악구 낙성대로 2, 낙성벤처창업센터"
이파피루스,Frontend 개발자,  이파피루스가 인공지능 분야에 함께 도전할 동료를 찾습니다 「이파피루스는 풍부한 경험과 기술력을 바탕으로 누구나 쉽게 이용할 수 있는 업무 인프라를 실현하는 페이퍼리스 및 인공지능 I T 솔루션 전문 기업입니다 」  스마트 팩토리 구현의 핵심 요소  M t rSense  모터센스는 스마트 팩토리의 핵심인 전동기 고장 예측 기술입니다 전동기는 산업 현장의 중요 부품으로 갑작스러운 전동기 고장으로 인해 발생하는손실은 전체 생산비의 최대 20 에 달합니다   모터센스는 자체 개발한 초소형 센서를 전동기에 부착하여 진동 데이터를 수집 AI 기반 알고리즘을 통해 사람이 일일이 점검하기 전에 고장을 미리 예측합니다 ,전자문서 솔루션 웹 프론트엔드 개발 및 유지보수,1  웹 FE 프레임워크 e g  Angular  React  Vue js 를 이용한 서비스 개발 경험 5년 이하2  HTML5  CSS3  Javascript ES5  에 대한 이해도3  Git을 활용한 개발 경험4  모던 웹 생태계에 대한 관심5  자신의 생각을 글로 정리할 수 있는 능력6  단순히 동작하는 데 그치지 않고  더 나은 아키텍처와 코드 품질을 추구하는 가치관,"'AJAX','MySQL','Java','SQL','Servlets'",1  Angular에 대한 깊은 이해도2  ES6  또는 Typescript를 활용한 개발 경험3  Reactive pr gramming에 대한 이해도4  TDD 혹은 JS 테스트 프레임워크 활용 경험5  Jenkins 기반의 CI CD 활용 경험6  Linux 기반의 서버 및 서비스 운영 경험7  반응형 디자인이 적용된 UI 개발 경험,  근무환경  수평적인 조직문화  복장 연차 시간단위   완전  자유  불필요한 야근 회식 강요 없음  최고수준 개발장비  풍족한 간식 음료 제공  다양한 지원제도  전월세 자금 대출  암 실손보험 가입  내일채움공제 가입  퇴직연금제도 시행  식대 지원  경조사비 휴가 지원  장기근속 포상 제도,"경기 성남시 분당구 판교역로 230, 삼환하이펙스 B동 408호"
이파피루스,백엔드 개발자(JAVA),  이파피루스가 인공지능 분야에 함께 도전할 동료를 찾습니다 「이파피루스는 풍부한 경험과 기술력을 바탕으로 누구나 쉽게 이용할 수 있는 업무 인프라를 실현하는 페이퍼리스 및 인공지능 I T 솔루션 전문 기업입니다 」  스마트 팩토리 구현의 핵심 요소  M t rSense  모터센스는 스마트 팩토리의 핵심인 전동기 고장 예측 기술입니다 전동기는 산업 현장의 중요 부품으로 갑작스러운 전동기 고장으로 인해 발생하는손실은 전체 생산비의 최대 20 에 달합니다   모터센스는 자체 개발한 초소형 센서를 전동기에 부착하여 진동 데이터를 수집 AI 기반 알고리즘을 통해 사람이 일일이 점검하기 전에 고장을 미리 예측합니다 ,1  신규 제품 기획 및 개발2  기존 제품군 기능 개선 및 추가3  기술자료 작성 및 관리,1  Java Applicati n 개발 경험 5 10년2  Spring framew rk 3 x 이상의 환경에서의 API 설계 경험 보유자3  주도적인 업무 수행 역량 보유자,"'AJAX','MySQL','Java','SQL','Servlets'",1  Java Spring 자료구조 스레드 프로그래밍에 대한 깊은 이해도2  Spring B  t 및 Spring Cl ud 어플리케이션 사용 경험3  객체지향적 사고방식4  큰 어려움 없이 해당 분야 영문 기술자료를 이해할 수 있는 수준의 영어 역량5  Jenkins 기반의 CI CD 활용 경험6  Git Git fl w AWS 사용 경험7  RESTful API 설계 또는 작성 경험8   읽기 좋은 코드가 좋은 코드 라는 가치관 보유자9  Java 1 6 이상의 JVM thread dump 분석 가능,  근무환경  수평적인 조직문화  복장 연차 시간단위   완전  자유  불필요한 야근 회식 강요 없음  최고수준 개발장비  풍족한 간식 음료 제공  다양한 지원제도  전월세 자금 대출  암 실손보험 가입  내일채움공제 가입  퇴직연금제도 시행  식대 지원  경조사비 휴가 지원  장기근속 포상 제도,"경기 성남시 분당구 판교역로 230, 삼환하이펙스 B동 408호"
이파피루스,솔루션 엔지니어(시스템엔지니어/SE),  스마트 도큐먼트 컴퍼니  이파피루스 가 새로운 동료를 찾습니다 「이파피루스는 풍부한 경험과 기술력을 바탕으로 누구나 쉽게 이용할 수 있는 전자문서 환경을 실현하는 페이퍼리스 솔루션 전문 기업입니다 」  이파피루스는 외관보다 내실  형식보다 효율을 생각합니다   영업이익률 3년 연속 10  이상 달성  부채비율 50  미만의 튼튼한 재무 구조  국내 최초 PDF 코어 엔진  HTML 기반 웹 뷰어 개발 등 풍부한 원천 기술과 노하우  500개 이상의 공공기관 레퍼런스 포함  총 900개 이상의 페이퍼리스 솔루션 레퍼런스  복장도  회식도  휴가도 자유  젊은 임직원들이 만드는 수평적인 조직 문화  독보적인 기술력과 창의적인 발상을 바탕으로 끊임없이 도전합니다   전자문서 분야에 그치지 않고 I T  AI 딥러닝  클라우드 등 다양한 기술을 통해보다 더 편리한 업무환경을 실현합니다   이러한 사세 확장에 따라 대폭적인 인력 충원을 진행하고 있으니 이파피루스와 함께 성장하실 분들의 많은 지원 바랍니다 ,   자사 솔루션 설치 및 API 제공 사용 가이드   고객사 기술미팅 참석 및 고객 가이드 영업 전 후    프리세일즈 업무 기술 컨설팅  기술 가능성 검토  기술 사업성 검토  공수 산정 등  지원   프로젝트 진행 및 종료 문서 보고서 뉴얼 계획서 설치결과서 등  작성,  신입 혹은 경력 5년 이하  WEB WAS 네트워크 개발언어 Java 에 대한 기본 이해 보유자  웹 서비스에 대한 이해 보유자  Wind ws 서버 및 Linux 기본 이해 보유자,"'AJAX','MySQL','Java','SQL','Servlets'",  솔루션 설치 및 납품 경험이 있으신 분  D cker 사용 경험 보유자  오픈 소스 설치 및 운영 경험자  쉘 스크립트 언어 Bash  Pyth n 등  사용 가능자,  근무환경  수평적인 조직문화  복장 연차 시간단위   완전  자유  불필요한 야근 회식 강요 없음  최고수준 개발장비  풍족한 간식 음료 제공  다양한 지원제도  전월세 자금 대출  암 실손보험 가입  내일채움공제 가입  퇴직연금제도 시행  식대 지원  경조사비 휴가 지원  장기근속 포상 제도,"경기 성남시 분당구 판교역로 230, 삼환하이펙스 B동 408호"
지지옥션,PM급 개발자, 회사소개 지지옥션은 부동산경매 공매 정보를 제공하는 회사로 자타공인 국내 최고의 기업입니다 1983년 일간 한국입찰경매정보를 창간으로 시작하여 2000년 지지옥션이라는 사명으로 인터넷 사업을 시작하였고 현재까지도 꾸준히 발전하며 업계를 선두에서 이끌어가고 있습니다  현재는 AI서비스도 개발하여 국내최초로 AI 경매 적정가 예측시스템인 ALG를 출시하였고  꾸준히 업그레이드를 진행하고 있습니다 그 외에도 지지자산운용  지지호텔 등 다양한 영역으로 사업이 확장되어 가고 있는 회사입니다  부서소개 지지옥션 기업부설연구소는 데이터전략기획팀  AI팀  연구개발팀  IT운영팀으로 구분되어 있으며 현재 연구개발팀의 인력을 모집하고 있습니다  채용 프로세스   채용과정   서류심사 ＞ 직무인터뷰 ＞ 처우협의 ＞ 최종합격  고용형태   계약2년 수습 3개월   이후 협의 후 정규직 전환 ,  웹사이트 개발 및 PM  프롭테크 연구 및 개발,  해당 경력 4년이상의 경력자 또는 PM 경력자  Skill   Java  Pyth n   net  javascript  HTML  Css  Asp  MS SQL 중 2개 이상,"'ASP','CSS','HTML','Java','JavaScript','Node.js','Python','SQL'",  전공자 우대  관련자격증 소지자 우대  PM경력자, 워라벨이 가능한 근무조건   주5일근무   우리는 아침9시부터 오후6시까지 일해요  나는 패셔니스타  옷은 자유롭게 입어야죠   급한일이 생겼어요   자유로운 연차 사용  회식 강요 안해요  저희 회사는 이렇게 하고 있어요   직원의 성장이 곧 회사의 성장  자기개발 지원금 지원   열심히 일했으니 더 드릴께요  성과금 지급   중책을 맡으셨군요  회사에서 더 신경쓸께요  직책수당   축하합니다  세 쌍둥이가 태어났어요  출산 장려금 지원   3명까지   아이가 어른이 될 때까지 회사가 함께해요  육아지원금   장기근속  GOLD 포상   오래 일한 당신  떠나라   여행경비와 휴가지원   얼음이 꽁꽁  얼음정수기  있어요  지지호텔 경주   지지밸리 가평   호텔  팬션 무료이용   오늘은 무엇을 마셔볼까    음료수 지원   눈은 두개   그럼 모니터도 두개   듀얼모니터 지원   겨울엔 후리스  지지 후리스  동절기  후리스 제공   극심한 미세먼지  사무실 내  공기청정기  설치  경매 공매 전문가들이 다 모여 있어요  내 집마련을 위한  정보 무한 서포트 ,서울특별시 용산구 청파로49길 3(청파동2가)
지지옥션,Full Stack 개발자 (2년 이상), 회사소개 지지옥션은 부동산경매 공매 정보를 제공하는 회사로 자타공인 국내 최고의 기업입니다 1983년 일간 한국입찰경매정보를 창간으로 시작하여 2000년 지지옥션이라는 사명으로 인터넷 사업을 시작하였고 현재까지도 꾸준히 발전하며 업계를 선두에서 이끌어가고 있습니다  현재는 AI서비스도 개발하여 국내최초로 AI 경매 적정가 예측시스템인 ALG를 출시하였고  꾸준히 업그레이드를 진행하고 있습니다 그 외에도 지지자산운용  지지호텔 등 다양한 영역으로 사업이 확장되어 가고 있는 회사입니다  부서소개 지지옥션 기업부설연구소는 데이터전략기획팀  AI팀  연구개발팀  IT운영팀으로 구분되어 있으며 현재 연구개발팀의 인력을 모집하고 있습니다  채용 프로세스   채용과정   서류심사 ＞ 직무인터뷰 ＞ 처우협의 ＞ 최종합격  고용형태   계약2년 수습 3개월   이후 협의 후 정규직 전환 ,  웹사이트 개발 Fr ntEnd  BackEnd   데이터 수집  관리  입력하는 통합 관리 시스템 구축 업그레이드   프롭테크 연구 및 개발,  해당경력 2년 이상의 경력자  Skill   Java  Pyth n   net  javascript  HTML  Css  Asp  VisualBasic  MS SQL 중 2개 이상,"'ASP','CSS','HTML','Java','JavaScript','Node.js','Python','SQL'",  전공자 우대  관련자격증 소지자 우대, 워라벨이 가능한 근무조건   주5일근무   우리는 아침9시부터 오후6시까지 일해요  나는 패셔니스타  옷은 자유롭게 입어야죠   급한일이 생겼어요    자유로운 연차 사용  회식 강요 안해요  저희 회사는 이렇게 하고 있어요   직원의 성장이 곧 회사의 성장			 자기개발 지원금 지원   열심히 일했으니 더 드릴께요			 성과금 지급   중책을 맡으셨군요  회사에서 더 신경쓸께요	 직책수당   축하합니다  세 쌍둥이가 태어났어요		 출산 장려금 지원   3명까지   아이가 어른이 될 때까지 회사가 함께해요	 육아지원금   장기근속							 GOLD 포상   오래 일한 당신  떠나라 				 여행경비와 휴가지원   얼음이 꽁꽁  얼음정수기  있어요  지지호텔 경주   지지밸리 가평 			 호텔  팬션 무료이용   오늘은 무엇을 마셔볼까  				 음료수 지원   눈은 두개   그럼 모니터도 두개 			 듀얼모니터 지원   겨울엔 후리스  지지 후리스  동절기		 후리스 제공   극심한 미세먼지  사무실 내				 공기청정기  설치  경매 공매 전문가들이 다 모여 있어요  내 집마련을 위한  정보 무한 서포트 ,서울특별시 용산구 청파로49길 3(청파동2가)
이롬넷,해외 결제서비스(Payment) IT개발자_PG/핀테크,이롬넷은 국내 및 해외 이용자에게 온라인 전자결제를 제공하는 회사로써 글로벌 전자지급결제 서비스를 진행하고 있습니다  저희는 현재 전세계 대상으로 Gl bal Fintech Service 사업을 주력으로 급성장하고 있으며  한국 본사 외 싱가폴 지사  홍콩 지사를 운영하고 있습니다 ,  국내 해외 결제 관리자 개발  결제 Web 서비스 개발  글로벌 핀테크서비스 개발  국내 해외 PG 서비스 고도화  백오피스 및 정산 개발,  JAVA개발 경력 3년이상  빌드툴 경험자  DBMS 기반 개발 경험자  Linux에서 서비스 개발 운영 경험자  Spring  Spring b  t 경험자  포트폴리오 첨부 필수,"'Linux','MySQL','Java','JavaScript','PHP','Maven','Gradle','SpringBoot'",  성실하고 긍정적인 사고 보유자,  연차  경조휴가  창립일 휴무  생일휴가  자율복장  도서구입비  교육비 지원  카페테리아  음료  간식 무제한   명절선물  경조사비  건강검진 지원,강남구 테헤란로 414 엘앤비타워 10층
